probe	SYMBOL	ENTREZID	Length
ENSG00000137959.15	IFI44L	10964	10240
ENSG00000134243.11	SORT1	6272	9160
ENSG00000171201.10	SMR3B	10879	1436
ENSG00000233913.7	RPL10P9	389342	645
ENSG00000164938.13	TP53INP1	94241	5676
ENSG00000144810.15	COL8A1	1295	9408
ENSG00000086232.12	EIF2AK1	27102	5550
ENSG00000112685.13	EXOC2	55770	4983
ENSG00000180530.10	NRIP1	8204	8497
ENSG00000094963.13	FMO2	2327	4786
ENSG00000078114.18	NEBL	10529	13654
ENSG00000149639.14	MTCL2	140710	15128
ENSG00000124098.9	FAM210B	116151	3577
ENSG00000181163.13	NPM1	4869	3828
ENSG00000157734.13	SNX22	79856	5767
ENSG00000168672.3	LRATD2	157638	5404
ENSG00000143742.12	SRP9	6726	1728
ENSG00000202538.1	RNU4-2	26834	141
ENSG00000205189.11	ZBTB10	65986	10216
ENSG00000058085.14	LAMC2	3918	6543
ENSG00000111319.12	SCNN1A	6337	5876
ENSG00000091527.15	CDV3	55573	4367
ENSG00000179344.16	HLA-DQB1	3119	4904
ENSG00000001167.14	NFYA	4800	3811
ENSG00000124214.19	STAU1	6780	4094
ENSG00000104381.12	GDAP1	54332	4052
ENSG00000253352.8	TUG1	55000	6793
ENSG00000163536.12	SERPINI1	5274	2418
ENSG00000107223.12	EDF1	8721	1200
ENSG00000169714.16	CNBP	7555	1927
ENSG00000170801.9	HTRA3	94031	3321
ENSG00000137809.16	ITGA11	22801	10864
ENSG00000105373.18	NOP53	29997	5341
ENSG00000169564.6	PCBP1	5093	1750
ENSG00000263266.2	RPS7P1	388363	585
ENSG00000229119.3	NA	NA	295
ENSG00000131149.18	GSE1	23199	13387
ENSG00000096006.11	CRISP3	10321	2247
ENSG00000173120.14	KDM2A	22992	10380
ENSG00000234975.6	FTH1P2	2497	412
ENSG00000115457.9	IGFBP2	3485	4767
ENSG00000119318.12	RAD23B	5887	4615
ENSG00000075785.12	RAB7A	7879	2717
ENSG00000149269.9	PAK1	5058	6299
ENSG00000227617.8	CERS6-AS1	100861402	4301
ENSG00000179889.18	PDXDC1	23042	9410
ENSG00000159348.12	CYB5R1	51706	4504
ENSG00000090861.15	AARS1	16	4498
ENSG00000261371.5	PECAM1	5175	7759
ENSG00000184432.9	COPB2	9276	8177
ENSG00000122741.15	DCAF10	79269	8492
ENSG00000081237.18	PTPRC	5788	8371
ENSG00000284292.1	NA	NA	2705
ENSG00000164961.15	WASHC5	9897	4784
ENSG00000075223.13	SEMA3C	10512	6268
ENSG00000205730.6	ITPRIPL2	162073	7440
ENSG00000179820.15	MYADM	91663	3675
ENSG00000134755.14	DSC2	1824	12371
ENSG00000137575.11	SDCBP	6386	4778
ENSG00000105290.11	APLP1	333	3656
ENSG00000181350.11	LRRC75A	388341	3695
ENSG00000166165.12	CKB	1152	2669
ENSG00000164104.11	HMGB2	3148	2775
ENSG00000110700.6	RPS13	6207	2186
ENSG00000025708.13	TYMP	1890	3320
ENSG00000136485.14	DCAF7	10238	6575
ENSG00000151726.13	ACSL1	2180	6284
ENSG00000153113.23	NA	NA	12448
ENSG00000137699.16	TRIM29	23650	10218
ENSG00000156587.15	UBE2L6	9246	2197
ENSG00000244468.1	TM4SF18-AS1	128193290	551
ENSG00000260342.2	NA	NA	764
ENSG00000100129.17	EIF3L	51386	4296
ENSG00000069849.10	ATP1B3	483	2584
ENSG00000141756.18	FKBP10	60681	4273
ENSG00000269888.1	NA	NA	248
ENSG00000162434.11	JAK1	3716	6317
ENSG00000138095.18	LRPPRC	10128	9760
ENSG00000113387.11	SUB1	10923	9324
ENSG00000181789.14	COPG1	22820	4425
ENSG00000123989.13	CHPF	79586	3354
ENSG00000102317.17	RBM3	5935	3731
ENSG00000160613.12	PCSK7	9159	22303
ENSG00000136830.11	NIBAN2	64855	4629
ENSG00000138674.16	SEC31A	22872	9145
ENSG00000263809.1	NA	NA	3087
ENSG00000155506.16	LARP1	23367	8492
ENSG00000177565.16	TBL1XR1	79718	11603
ENSG00000187955.11	COL14A1	7373	8647
ENSG00000182158.14	CREB3L2	64764	8788
ENSG00000145623.12	OSMR	9180	7174
ENSG00000114353.16	GNAI2	2771	7650
ENSG00000089693.10	MLF2	8079	3781
ENSG00000110799.13	VWF	7450	10391
ENSG00000198911.11	SREBF2	6721	7557
ENSG00000143774.16	GUK1	2987	4725
ENSG00000259357.2	NA	NA	778
ENSG00000124225.15	PMEPA1	56937	5619
ENSG00000241878.11	PISD	23761	5002
ENSG00000078674.17	PCM1	5108	14445
ENSG00000101557.14	USP14	9097	5987
ENSG00000239002.3	SCARNA10	692148	330
ENSG00000167258.13	CDK12	51755	12773
ENSG00000067704.9	IARS2	55699	4165
ENSG00000120594.16	PLXDC2	84898	12567
ENSG00000278540.4	ACACA	31	13008
ENSG00000140263.13	SORD	6652	6159
ENSG00000120438.11	TCP1	6950	4929
ENSG00000211594.2	IGKJ4	28947	37
ENSG00000136205.16	TNS3	64759	11797
ENSG00000070214.15	SLC44A1	23446	12172
ENSG00000106263.17	EIF3B	8662	8998
ENSG00000147471.11	PLPBP	11212	3428
ENSG00000156599.10	ZDHHC5	25921	5429
ENSG00000148672.8	GLUD1	2746	3519
ENSG00000099875.14	MKNK2	2872	5221
ENSG00000257671.1	KRT7-AS	109729127	1693
ENSG00000179195.15	ZNF664	144348	6340
ENSG00000100003.17	SEC14L2	23541	5985
ENSG00000158669.11	GPAT4	137964	7939
ENSG00000244642.3	NA	NA	295
ENSG00000130175.9	PRKCSH	5589	5166
ENSG00000162654.8	GBP4	115361	6127
ENSG00000058668.14	ATP2B4	493	9721
ENSG00000167106.11	EEIG1	399665	6100
ENSG00000197457.9	STMN3	50861	3032
ENSG00000155368.16	DBI	1622	2509
ENSG00000131051.22	RBM39	9584	11936
ENSG00000181788.3	SIAH2	6478	2617
ENSG00000198380.12	GFPT1	2673	8866
ENSG00000180867.10	NA	NA	1510
ENSG00000101347.8	SAMHD1	25939	5038
ENSG00000234857.2	HNRNPUL2-BSCL2	100534595	4001
ENSG00000074695.5	LMAN1	3998	6767
ENSG00000124767.6	GLO1	2739	2352
ENSG00000167191.11	GPRC5B	51704	6667
ENSG00000130707.17	ASS1	445	3050
ENSG00000129351.17	ILF3	3609	11022
ENSG00000070614.14	NDST1	3340	9529
ENSG00000101126.15	ADNP	23394	7081
ENSG00000197081.12	IGF2R	3482	14911
ENSG00000137558.7	PI15	51050	7156
ENSG00000188554.13	NBR1	4077	8405
ENSG00000113558.18	SKP1	6500	12771
ENSG00000167754.12	KLK5	25818	1653
ENSG00000211966.2	IGHV5-51	28388	410
ENSG00000211676.2	NA	NA	175
ENSG00000162692.10	VCAM1	7412	6049
ENSG00000168003.16	SLC3A2	6520	5178
ENSG00000155066.15	PROM2	150696	6063
ENSG00000160007.18	ARHGAP35	2909	11245
ENSG00000103342.12	GSPT1	2935	8018
ENSG00000115902.10	SLC1A4	6509	6939
ENSG00000112651.11	MRPL2	51069	2539
ENSG00000229314.5	ORM1	5004	901
ENSG00000142687.17	KIAA0319L	79932	9629
ENSG00000266412.5	NCOA4	8031	4079
ENSG00000166225.8	FRS2	10818	7242
ENSG00000112796.9	ENPP5	59084	4264
ENSG00000163993.6	S100P	6286	1280
ENSG00000072778.19	ACADVL	37	4865
ENSG00000004399.12	PLXND1	23129	9738
ENSG00000143570.17	SLC39A1	27173	3388
ENSG00000180921.6	FAM83H	286077	5654
ENSG00000172354.9	GNB2	2783	2857
ENSG00000130741.10	EIF2S3	1968	3472
ENSG00000112308.12	C6orf62	81688	4134
ENSG00000135222.6	CSN2	1447	1066
ENSG00000070831.15	CDC42	998	3598
ENSG00000116560.10	SFPQ	6421	7426
ENSG00000167815.11	PRDX2	7001	2093
ENSG00000189067.12	LITAF	9516	5060
ENSG00000159461.14	AMFR	267	5758
ENSG00000137203.10	TFAP2A	7020	8245
ENSG00000112697.15	TMEM30A	55754	5123
ENSG00000008517.16	IL32	9235	3209
ENSG00000100650.15	SRSF5	6430	5357
ENSG00000177575.12	CD163	9332	5813
ENSG00000108175.16	ZMIZ1	57178	11048
ENSG00000088888.17	MAVS	57506	11771
ENSG00000105281.12	SLC1A5	6510	3332
ENSG00000164292.12	RHOBTB3	22836	8833
ENSG00000125398.5	SOX9	6662	3935
ENSG00000187837.3	H1-2	3006	642
ENSG00000061676.14	NCKAP1	10787	22520
ENSG00000148773.13	MKI67	4288	12807
ENSG00000047410.13	TPR	7175	12350
ENSG00000104331.8	BPNT2	54928	7594
ENSG00000198959.11	TGM2	7052	8036
ENSG00000135624.15	CCT7	10574	3591
ENSG00000130522.5	JUND	3727	1863
ENSG00000198467.13	TPM2	7169	4047
ENSG00000145012.13	LPP	4026	25535
ENSG00000143819.12	EPHX1	2052	2508
ENSG00000163565.18	IFI16	3428	5294
ENSG00000173473.10	SMARCC1	6599	7645
ENSG00000138031.14	ADCY3	109	6058
ENSG00000163527.9	STT3B	201595	5012
ENSG00000057149.15	SERPINB3	6317	1777
ENSG00000244038.9	DDOST	1650	2721
ENSG00000109472.13	CPE	1363	2958
ENSG00000211611.2	IGKV6-21	28906	406
ENSG00000109111.14	SUPT6H	6830	10620
ENSG00000172466.15	ZNF24	7572	8257
ENSG00000149418.10	ST14	6768	4350
ENSG00000137628.16	DDX60	55601	6750
ENSG00000132182.11	NUP210	23225	8182
ENSG00000112118.18	MCM3	4172	3650
ENSG00000104549.11	SQLE	6713	4305
ENSG00000174469.19	CNTNAP2	26047	16668
ENSG00000185009.12	AP3M1	26985	5912
ENSG00000138496.16	PARP9	83666	8938
ENSG00000002549.12	LAP3	51056	3785
ENSG00000106682.14	EIF4H	7458	3191
ENSG00000138074.14	SLC5A6	8884	5606
ENSG00000022277.12	RTF2	51507	4063
ENSG00000198563.13	DDX39B	7919	7007
ENSG00000211968.3	IGHV1-58	28464	414
ENSG00000174938.14	SEZ6L2	26470	4110
ENSG00000162551.13	ALPL	249	3007
ENSG00000102804.14	TSC22D1	8848	8586
ENSG00000119314.15	PTBP3	9991	8239
ENSG00000240041.1	IGHJ4	28477	46
ENSG00000235655.3	NA	NA	411
ENSG00000053747.15	LAMA3	3909	13522
ENSG00000235750.9	KIAA0040	9674	4783
ENSG00000127481.14	UBR4	23352	24675
ENSG00000095739.10	BAMBI	25805	2314
ENSG00000014216.15	CAPN1	823	7553
ENSG00000170323.8	FABP4	2167	1396
ENSG00000157106.16	SMG1	23049	25988
ENSG00000172137.18	CALB2	794	1703
ENSG00000077549.17	CAPZB	832	3238
ENSG00000137502.9	RAB30	27314	11832
ENSG00000128245.14	YWHAH	7533	2453
ENSG00000196878.14	LAMB3	3914	4688
ENSG00000159216.18	RUNX1	861	15574
ENSG00000136758.18	YME1L1	10730	7335
ENSG00000211941.3	IGHV3-11	28450	473
ENSG00000008294.20	SPAG9	9043	11963
ENSG00000165102.14	HGSNAT	138050	8943
ENSG00000175567.8	UCP2	7351	3237
ENSG00000132646.10	PCNA	5111	1471
ENSG00000182220.14	ATP6AP2	10159	9560
ENSG00000111530.12	CAND1	55832	13655
ENSG00000116251.9	RPL22	6146	4900
ENSG00000156802.12	ATAD2	29028	7118
ENSG00000129009.12	ISLR	3671	2671
ENSG00000100664.10	EIF5	1983	8505
ENSG00000198740.8	ZNF652	22834	8810
ENSG00000169398.19	PTK2	5747	13742
ENSG00000075415.12	SLC25A3	5250	8896
ENSG00000189403.14	HMGB1	3146	7723
ENSG00000112715.21	VEGFA	7422	14431
ENSG00000069020.18	MAST4	375449	14675
ENSG00000166750.9	SLFN5	162394	10709
ENSG00000133321.10	PLAAT4	5920	1299
ENSG00000167972.13	ABCA3	21	7804
ENSG00000146433.8	TMEM181	57583	5390
ENSG00000137312.14	FLOT1	10211	3186
ENSG00000139641.12	ESYT1	23344	5493
ENSG00000107798.17	LIPA	3988	4910
ENSG00000049759.17	NEDD4L	23327	17455
ENSG00000113648.16	MACROH2A1	9555	17730
ENSG00000258947.6	TUBB3	10381	4430
ENSG00000087274.16	ADD1	118	13106
ENSG00000135316.17	SYNCRIP	10492	8205
ENSG00000150995.18	ITPR1	3708	12895
ENSG00000148248.13	SURF4	6836	3446
ENSG00000229638.1	RPL4P4	647276	1284
ENSG00000117592.8	PRDX6	9588	2367
ENSG00000186260.16	MRTFB	57496	16578
ENSG00000112562.18	SMOC2	64094	4032
ENSG00000170296.9	GABARAP	11337	2266
ENSG00000274211.4	SOCS7	30837	8621
ENSG00000164032.11	H2AZ1	3015	2303
ENSG00000184678.10	H2BC21	8349	2194
ENSG00000145495.15	MARCHF6	10299	11336
ENSG00000134757.4	DSG3	1830	5525
ENSG00000076716.8	GPC4	2239	4960
ENSG00000240583.11	AQP1	358	3435
ENSG00000163875.15	MEAF6	64769	3487
ENSG00000002586.18	CD99	4267	3284
ENSG00000117410.13	ATP6V0B	533	3535
ENSG00000123684.12	LPGAT1	9926	8799
ENSG00000143401.14	ANP32E	81611	3605
ENSG00000130309.10	COLGALT1	79709	4900
ENSG00000198211.8	NA	NA	2776
ENSG00000162736.15	NCSTN	23385	4175
ENSG00000244363.3	RPL7P23	648000	747
ENSG00000145425.9	RPS3A	6189	2341
ENSG00000165474.5	GJB2	2706	2427
ENSG00000148700.14	ADD3	120	6541
ENSG00000120992.17	LYPLA1	10434	4694
ENSG00000124164.15	VAPB	9217	10585
ENSG00000157514.16	TSC22D3	1831	4766
ENSG00000197157.10	SND1	27044	6500
ENSG00000111540.15	RAB5B	5869	6588
ENSG00000168710.17	AHCYL1	10768	5113
ENSG00000143416.20	SELENBP1	8991	3504
ENSG00000147684.7	NDUFB9	4715	2629
ENSG00000178035.11	IMPDH2	3615	2773
ENSG00000169764.15	UGP2	7360	6501
ENSG00000153827.13	TRIP12	9320	12594
ENSG00000085831.15	TTC39A	22996	9362
ENSG00000103335.21	PIEZO1	9780	10855
ENSG00000130429.12	ARPC1B	10095	3979
ENSG00000210127.1	NA	NA	69
ENSG00000124486.12	USP9X	8239	13962
ENSG00000132002.7	DNAJB1	3337	3672
ENSG00000100596.6	SPTLC2	9517	9143
ENSG00000112473.17	SLC39A7	7922	2845
ENSG00000104852.14	SNRNP70	6625	4684
ENSG00000104522.15	GFUS	7264	3622
ENSG00000134910.12	STT3A	3703	7345
ENSG00000168374.10	ARF4	378	2595
ENSG00000090339.8	ICAM1	3383	3706
ENSG00000100242.15	SUN2	25777	6489
ENSG00000143882.10	ATP6V1C2	245973	3406
ENSG00000131143.8	COX4I1	1327	4792
ENSG00000121005.8	CRISPLD1	83690	4543
ENSG00000178568.14	ERBB4	2066	13015
ENSG00000168350.7	DEGS2	123099	4466
ENSG00000134533.6	RERG	85004	4157
ENSG00000211938.2	IGHV3-7	28452	430
ENSG00000215021.8	PHB2	11331	2499
ENSG00000271503.5	CCL5	6352	1512
ENSG00000143164.15	DCAF6	55827	6306
ENSG00000131981.15	LGALS3	3958	2397
ENSG00000100644.16	HIF1A	3091	5151
ENSG00000241755.1	IGKV1-9	28941	409
ENSG00000124172.9	ATP5F1E	514	5126
ENSG00000129538.13	RNASE1	6035	1506
ENSG00000182095.14	TNRC18	84629	12572
ENSG00000143850.13	PLEKHA6	22874	8251
ENSG00000264364.2	DYNLL2	140735	6805
ENSG00000134954.14	ETS1	2113	7149
ENSG00000109099.13	PMP22	5376	2925
ENSG00000142168.14	SOD1	6647	2019
ENSG00000010292.12	NCAPD2	9918	6487
ENSG00000070087.13	PFN2	5217	3440
ENSG00000203879.11	GDI1	2664	5256
ENSG00000116977.18	LGALS8	3964	9710
ENSG00000069329.16	VPS35	55737	9733
ENSG00000277363.4	SRCIN1	80725	11658
ENSG00000137171.14	KLC4	89953	6421
ENSG00000163520.13	FBLN2	2199	4812
ENSG00000165929.12	TC2N	123036	6147
ENSG00000068878.14	PSME4	23198	10241
ENSG00000112773.15	TENT5A	55603	6053
ENSG00000166326.6	TRIM44	54765	13077
ENSG00000105357.15	MYH14	79784	9905
ENSG00000141027.20	NCOR1	9611	15404
ENSG00000196743.8	GM2A	2760	4479
ENSG00000227008.2	NA	NA	416
ENSG00000117461.14	PIK3R3	8503	7410
ENSG00000022556.15	NLRP2	55655	6313
ENSG00000258232.2	NA	NA	680
ENSG00000277972.1	CISD3	284106	2663
ENSG00000141959.16	PFKL	5211	8926
ENSG00000067715.13	SYT1	6857	6494
ENSG00000108828.15	VAT1	10493	3501
ENSG00000168000.14	BSCL2	26580	3965
ENSG00000140564.11	FURIN	5045	4728
ENSG00000173848.18	NET1	10276	4175
ENSG00000133313.14	CNDP2	55748	11848
ENSG00000064886.13	CHI3L2	1117	3295
ENSG00000142208.15	AKT1	207	11162
ENSG00000095787.21	WAC	51322	12188
ENSG00000101166.15	PRELID3B	51012	2977
ENSG00000102007.10	PLP2	5355	1279
ENSG00000137642.12	SORL1	6653	19449
ENSG00000092621.11	PHGDH	26227	5622
ENSG00000119383.19	PTPA	5524	5624
ENSG00000137501.17	SYTL2	54843	11258
ENSG00000187840.4	EIF4EBP1	1978	1073
ENSG00000075420.12	FNDC3B	64778	13270
ENSG00000126562.16	WNK4	65266	5089
ENSG00000072364.12	AFF4	27125	11297
ENSG00000189171.14	S100A13	6284	2216
ENSG00000238045.9	NA	NA	4039
ENSG00000196305.17	IARS1	3376	7401
ENSG00000029364.11	SLC39A9	55334	7136
ENSG00000139926.15	FRMD6	122786	9416
ENSG00000121892.14	PDS5A	23244	12204
ENSG00000092010.14	PSME1	5720	1781
ENSG00000065911.11	MTHFD2	10797	4870
ENSG00000090863.11	GLG1	2734	14111
ENSG00000135390.17	ATP5MC2	517	3991
ENSG00000077097.15	TOP2B	7155	6044
ENSG00000281181.1	NA	NA	923
ENSG00000262526.2	NA	NA	776
ENSG00000128016.5	ZFP36	7538	2010
ENSG00000131711.14	MAP1B	4131	12630
ENSG00000082898.16	XPO1	7514	11708
ENSG00000132763.14	MMACHC	25974	5296
ENSG00000196090.12	PTPRT	11122	12943
ENSG00000087365.15	SF3B2	10992	9795
ENSG00000136238.17	RAC1	5879	3114
ENSG00000138771.14	SHROOM3	57619	13159
ENSG00000179091.4	CYC1	1537	1975
ENSG00000111275.12	ALDH2	217	9720
ENSG00000083168.9	KAT6A	7994	11852
ENSG00000221963.5	APOL6	80830	10121
ENSG00000135829.16	DHX9	1660	5645
ENSG00000127084.17	FGD3	89846	5890
ENSG00000107262.18	BAG1	573	7073
ENSG00000113810.15	SMC4	10051	8457
ENSG00000158270.11	COLEC12	81035	7340
ENSG00000163466.15	ARPC2	10109	6562
ENSG00000165732.12	DDX21	9188	5020
ENSG00000109332.19	UBE2D3	7323	10069
ENSG00000251143.1	NUMA1-AS1	100128494	4233
ENSG00000276232.1	NA	NA	248
ENSG00000173598.13	NUDT4	11163	10078
ENSG00000107281.9	NPDC1	56654	2737
ENSG00000115484.14	CCT4	10575	2830
ENSG00000116171.17	SCP2	6342	8305
ENSG00000168028.13	RPSA	3921	3936
ENSG00000244116.3	IGKV2-28	28921	390
ENSG00000177666.16	PNPLA2	57104	3843
ENSG00000143578.15	CREB3L4	148327	2904
ENSG00000112977.15	DAP	1611	3361
ENSG00000108349.16	CASC3	22794	6380
ENSG00000182934.11	SRPRA	6734	4167
ENSG00000143158.10	MPC2	25874	2552
ENSG00000112245.10	PTP4A1	7803	5996
ENSG00000168283.13	BMI1	648	4283
ENSG00000211653.2	IGLV1-40	28825	407
ENSG00000146701.11	MDH2	4191	3641
ENSG00000134369.15	NAV1	89796	22453
ENSG00000105221.16	AKT2	208	15035
ENSG00000161395.13	PGAP3	93210	3669
ENSG00000064393.15	HIPK2	28996	15402
ENSG00000162645.12	GBP2	2634	6276
ENSG00000171940.13	ZNF217	7764	6181
ENSG00000169242.11	EFNA1	1942	2539
ENSG00000116016.13	EPAS1	2034	7302
ENSG00000133195.11	SLC39A11	201266	5583
ENSG00000090060.17	PAPOLA	10914	12766
ENSG00000210140.1	NA	NA	66
ENSG00000044090.8	CUL7	9820	5628
ENSG00000234964.4	NA	NA	405
ENSG00000181458.10	TMEM45A	55076	6005
ENSG00000166508.17	MCM7	4176	4386
ENSG00000011028.13	MRC2	9902	6860
ENSG00000135373.12	EHF	26298	4386
ENSG00000115268.9	RPS15	6209	2137
ENSG00000102024.17	PLS3	5358	4099
ENSG00000166347.18	CYB5A	1528	9313
ENSG00000136450.12	SRSF1	6426	3340
ENSG00000122359.17	ANXA11	311	8513
ENSG00000089327.14	FXYD5	53827	2993
ENSG00000162704.15	ARPC5	10092	10624
ENSG00000136986.9	DERL1	79139	7081
ENSG00000233098.8	LOC339260	339260	10225
ENSG00000095139.13	ARCN1	372	4177
ENSG00000115380.19	EFEMP1	2202	3962
ENSG00000108021.19	TASOR2	54906	10960
ENSG00000148730.6	EIF4EBP2	1979	7257
ENSG00000125991.19	ERGIC3	51614	6012
ENSG00000138757.14	G3BP2	9908	7183
ENSG00000154451.14	GBP5	115362	8143
ENSG00000115159.15	GPD2	2820	7155
ENSG00000254979.5	NA	NA	2242
ENSG00000145907.14	G3BP1	10146	12406
ENSG00000198408.13	OGA	10724	7247
ENSG00000164694.16	FNDC1	84624	6854
ENSG00000198952.8	SMG5	23381	5304
ENSG00000124702.17	KLHDC3	116138	2019
ENSG00000211644.3	IGLV1-51	28820	389
ENSG00000166340.15	TPP1	1200	4901
ENSG00000079308.16	TNS1	7145	15595
ENSG00000197594.11	ENPP1	5167	8294
ENSG00000105701.15	FKBP8	23770	2902
ENSG00000050405.13	LIMA1	51474	6317
ENSG00000180879.13	SSR4	6748	4590
ENSG00000107562.16	CXCL12	6387	6077
ENSG00000075426.11	FOSL2	2355	7157
ENSG00000103365.15	GGA2	23062	8231
ENSG00000186591.11	UBE2H	7328	6392
ENSG00000182253.14	SYNM	23336	7819
ENSG00000128050.8	PAICS	10606	7517
ENSG00000233622.1	NA	NA	1285
ENSG00000023734.10	STRAP	11171	2211
ENSG00000089009.15	RPL6	6128	4447
ENSG00000128567.16	PODXL	5420	6874
ENSG00000110367.11	DDX6	1656	11444
ENSG00000173432.10	SAA1	6288	765
ENSG00000124491.15	F13A1	2162	4690
ENSG00000064787.13	BCAS1	8537	8186
ENSG00000196465.10	MYL6B	140465	3259
ENSG00000185567.6	AHNAK2	113146	18771
ENSG00000105202.8	FBL	2091	2173
ENSG00000143753.12	DEGS1	8560	2515
ENSG00000168159.11	RNF187	149603	3285
ENSG00000106991.13	ENG	2022	3935
ENSG00000150938.9	CRIM1	51232	7122
ENSG00000173404.4	INSM1	3642	2829
ENSG00000162366.7	PDZK1IP1	10158	1438
ENSG00000170606.14	HSPA4	3308	5153
ENSG00000204291.10	COL15A1	1306	6653
ENSG00000224631.4	RPS27AP16	643358	566
ENSG00000054654.16	SYNE2	23224	31374
ENSG00000111676.14	ATN1	1822	4762
ENSG00000230202.1	NA	NA	474
ENSG00000073921.17	PICALM	8301	5833
ENSG00000213741.9	RPS29	6235	9845
ENSG00000115641.18	FHL2	2274	6626
ENSG00000100304.12	TTLL12	23170	4622
ENSG00000112081.16	SRSF3	6428	7118
ENSG00000162482.4	AKR7A3	22977	1710
ENSG00000211640.4	IGLV6-57	28778	353
ENSG00000162521.18	RBBP4	5928	9470
ENSG00000105887.10	MTPN	136319	3775
ENSG00000180370.10	PAK2	5062	6270
ENSG00000116132.11	PRRX1	5396	8246
ENSG00000105402.7	NAPA	8775	5839
ENSG00000065154.11	OAT	4942	3388
ENSG00000278791.1	NA	NA	89
ENSG00000122584.12	NXPH1	30010	3430
ENSG00000263001.5	GTF2I	2969	10438
ENSG00000204642.13	HLA-F	3134	4342
ENSG00000121270.15	ABCC11	85320	7245
ENSG00000198830.10	HMGN2	3151	2509
ENSG00000132294.14	EFR3A	23167	6197
ENSG00000212802.4	RPL15P3	653232	615
ENSG00000069345.11	DNAJA2	10294	5065
ENSG00000141905.17	NFIC	4782	9347
ENSG00000163840.9	DTX3L	151636	5868
ENSG00000124171.8	PARD6B	84612	4726
ENSG00000154473.17	BUB3	9184	8300
ENSG00000185275.6	NA	NA	243
ENSG00000197858.10	GPAA1	8733	3268
ENSG00000017260.19	ATP2C1	27032	8533
ENSG00000136436.14	CALCOCO2	10241	8333
ENSG00000065534.18	MYLK	4638	22167
ENSG00000205581.10	HMGN1	3150	5102
ENSG00000120694.19	HSPH1	10808	8390
ENSG00000180573.9	H2AC6	8334	1668
ENSG00000270149.5	NA	NA	2114
ENSG00000103512.14	NOMO1	23420	5819
ENSG00000138764.14	CCNG2	901	7471
ENSG00000180900.18	SCRIB	23513	6192
ENSG00000177409.11	SAMD9L	219285	7135
ENSG00000272734.1	NA	NA	5748
ENSG00000170044.8	ZPLD1	131368	5130
ENSG00000164405.10	UQCRQ	27089	1472
ENSG00000091317.7	CMTM6	54918	4413
ENSG00000141738.13	GRB7	2886	3597
ENSG00000170873.18	MTSS1	9788	7727
ENSG00000141551.14	CSNK1D	1453	11024
ENSG00000072501.17	SMC1A	8243	10484
ENSG00000196776.14	CD47	961	7895
ENSG00000071073.12	MGAT4A	11320	9630
ENSG00000198053.11	SIRPA	140885	5068
ENSG00000087191.12	PSMC5	5705	4490
ENSG00000183010.16	PYCR1	5831	2886
ENSG00000100504.16	PYGL	5836	4798
ENSG00000135919.12	SERPINE2	5270	8891
ENSG00000140479.16	PCSK6	5046	13239
ENSG00000101182.14	PSMA7	5688	1750
ENSG00000198176.12	TFDP1	7027	3741
ENSG00000133816.13	MICAL2	9645	15809
ENSG00000179604.9	CDC42EP4	23580	5007
ENSG00000128641.18	MYO1B	4430	9533
ENSG00000128989.10	ARPP19	10776	6917
ENSG00000269404.6	SPIB	6689	4281
ENSG00000165527.6	ARF6	382	3865
ENSG00000141279.15	NPEPPS	9520	11514
ENSG00000009954.10	BAZ1B	9031	7053
ENSG00000147394.18	ZNF185	7739	4812
ENSG00000144674.16	GOLGA4	2803	10737
ENSG00000276775.1	IGHV4-4	28401	417
ENSG00000011304.19	PTBP1	5725	6883
ENSG00000170525.19	PFKFB3	5209	6114
ENSG00000005884.17	ITGA3	3675	9802
ENSG00000141741.11	MIEN1	84299	2292
ENSG00000171490.12	RSL1D1	26156	6167
ENSG00000186377.7	CYP4X1	260293	2548
ENSG00000204267.13	TAP2	6891	6390
ENSG00000080603.16	SRCAP	10847	13674
ENSG00000162402.13	USP24	23358	11772
ENSG00000116962.14	NID1	4811	5864
ENSG00000197892.12	KIF13B	23303	11112
ENSG00000178980.14	SELENOW	6415	5261
ENSG00000144426.18	NBEAL1	65065	16376
ENSG00000135926.14	TMBIM1	64114	5098
ENSG00000183569.17	SERHL2	253190	2821
ENSG00000132471.11	WBP2	23558	5399
ENSG00000105519.15	CAPS	828	4097
ENSG00000137409.19	MTCH1	23787	3126
ENSG00000102054.17	RBBP7	5931	7392
ENSG00000100368.13	CSF2RB	1439	5000
ENSG00000180730.4	SHISA2	387914	2860
ENSG00000155906.16	RMND1	55005	2373
ENSG00000177685.16	CRACR2B	283229	3913
ENSG00000148671.13	ADIRF	10974	998
ENSG00000023287.12	RB1CC1	9821	7615
ENSG00000171867.16	PRNP	5621	2851
ENSG00000171298.12	GAA	2548	5156
ENSG00000158195.10	WASF2	10163	5676
ENSG00000089063.14	TMEM230	29058	3051
ENSG00000148848.14	ADAM12	8038	9860
ENSG00000114850.6	SSR3	6747	4627
ENSG00000170471.14	RALGAPB	57148	12633
ENSG00000147168.12	IL2RG	3561	2760
ENSG00000170561.12	IRX2	153572	3384
ENSG00000124208.16	PEDS1-UBE2V1	387522	2757
ENSG00000136770.10	DNAJC1	64215	2501
ENSG00000164120.13	HPGD	3248	5529
ENSG00000153201.15	RANBP2	5903	12302
ENSG00000076706.16	MCAM	4162	7422
ENSG00000137872.16	SEMA6D	80031	8557
ENSG00000156011.16	PSD3	23362	15213
ENSG00000181143.15	MUC16	94025	43830
