probe	SYMBOL	ENTREZID
ENSG00000165269.12	AQP7	364
ENSG00000165271.16	NOL6	65083
ENSG00000165272.14	AQP3	360
ENSG00000165275.9	TRMT10B	158234
ENSG00000165280.15	VCP	7415
ENSG00000165282.13	PIGO	84720
ENSG00000165283.15	STOML2	30968
ENSG00000165288.10	BRWD3	254065
ENSG00000165300.7	SLITRK5	26050
ENSG00000165304.7	MELK	9833
ENSG00000165309.13	ARMC3	219681
ENSG00000165312.6	OTUD1	220213
ENSG00000165322.17	ARHGAP12	94134
ENSG00000165323.15	FAT3	120114
ENSG00000165325.13	DEUP1	159989
ENSG00000165338.16	HECTD2	143279
ENSG00000165349.11	SLC7A3	84889
ENSG00000165355.7	FBXO33	254170
ENSG00000165359.15	INTS6L	203522
ENSG00000165370.1	GPR101	83550
ENSG00000165376.10	CLDN2	9075
ENSG00000165379.13	LRFN5	145581
ENSG00000165383.11	LRRC18	474354
ENSG00000165389.6	SPTSSA	171546
ENSG00000165392.9	WRN	7486
ENSG00000165406.15	MARCH8	220972
ENSG00000165409.16	TSHR	7253
ENSG00000165410.14	CFL2	1073
ENSG00000165416.14	SUGT1	10910
ENSG00000165417.11	GTF2A1	2957
ENSG00000165424.6	ZCCHC24	219654
ENSG00000165434.7	PGM2L1	283209
ENSG00000165443.11	PHYHIPL	84457
ENSG00000165449.11	SLC16A9	220963
ENSG00000165457.13	FOLR2	2350
ENSG00000165458.13	INPPL1	3636
ENSG00000165462.5	PHOX2A	401
ENSG00000165471.6	MBL2	4153
ENSG00000165474.5	GJB2	2706
ENSG00000165475.13	CRYL1	51084
ENSG00000165476.13	REEP3	221035
ENSG00000165478.6	HEPACAM	220296
ENSG00000165480.15	SKA3	221150
ENSG00000165487.13	MICU2	221154
ENSG00000165490.12	DDIAS	220042
ENSG00000165494.11	PCF11	51585
ENSG00000165495.15	PKNOX2	63876
ENSG00000165496.4	RPL10L	140801
ENSG00000165501.16	LRR1	122769
ENSG00000165502.6	RPL36AL	6166
ENSG00000165506.14	DNAAF2	55172
ENSG00000165507.8	C10orf10	11067
ENSG00000165509.13	MAGEC3	139081
ENSG00000165512.4	ZNF22	7570
ENSG00000165516.10	KLHDC2	23588
ENSG00000165521.15	EML5	161436
ENSG00000165525.17	NEMF	9147
ENSG00000165526.8	RPUSD4	84881
ENSG00000165527.6	ARF6	382
ENSG00000165533.18	TTC8	123016
ENSG00000165548.10	TMEM63C	57156
ENSG00000165553.4	NGB	58157
ENSG00000165555.9	NOXRED1	122945
ENSG00000165556.9	CDX2	1045
ENSG00000165566.12	AMER2	219287
ENSG00000165568.17	AKR1E2	83592
ENSG00000165572.7	KBTBD6	89890
ENSG00000165583.14	SSX5	6758
ENSG00000165584.15	SSX3	10214
ENSG00000165588.16	OTX2	5015
ENSG00000165591.6	FAAH2	158584
ENSG00000165606.8	DRGX	644168
ENSG00000165609.12	NUDT5	11164
ENSG00000165617.14	DACT1	51339
ENSG00000165621.8	OXGR1	27199
ENSG00000165623.9	UCMA	221044
ENSG00000165626.16	BEND7	222389
ENSG00000165629.19	ATP5C1	509
ENSG00000165630.13	PRPF18	8559
ENSG00000165632.7	TAF3	83860
ENSG00000165633.12	VSTM4	196740
ENSG00000165637.13	VDAC2	7417
ENSG00000165643.10	SOHLH1	402381
ENSG00000165644.10	COMTD1	118881
ENSG00000165646.11	SLC18A2	6571
ENSG00000165650.11	PDZD8	118987
ENSG00000165655.16	ZNF503	84858
ENSG00000165660.7	ABRAXAS2	23172
ENSG00000165661.16	QSOX2	169714
ENSG00000165669.13	FAM204A	63877
ENSG00000165671.19	NSD1	64324
ENSG00000165672.6	PRDX3	10935
ENSG00000165675.16	ENOX2	10495
ENSG00000165678.20	GHITM	27069
ENSG00000165682.14	CLEC1B	51266
ENSG00000165684.4	SNAPC4	6621
ENSG00000165685.8	TMEM52B	120939
ENSG00000165688.11	PMPCA	23203
ENSG00000165689.16	SDCCAG3	10807
ENSG00000165694.9	FRMD7	90167
ENSG00000165695.9	AK8	158067
ENSG00000165698.15	SPACA9	11092
ENSG00000165699.13	TSC1	7248
ENSG00000165702.13	GFI1B	8328
ENSG00000165704.14	HPRT1	3251
ENSG00000165714.10	BORCS5	118426
ENSG00000165716.10	FAM69B	138311
ENSG00000165724.5	ZMYND19	116225
ENSG00000165730.14	STOX1	219736
ENSG00000165731.18	RET	5979
ENSG00000165732.12	DDX21	9188
ENSG00000165733.7	BMS1	9790
ENSG00000165752.16	STK32C	282974
ENSG00000165757.8	JCAD	57608
ENSG00000165762.3	OR4K2	390431
ENSG00000165775.17	FUNDC2	65991
ENSG00000165782.10	TMEM55B	90809
ENSG00000165792.17	METTL17	64745
ENSG00000165794.9	SLC39A2	29986
ENSG00000165795.23	NDRG2	57447
ENSG00000165799.4	RNASE7	84659
ENSG00000165801.9	ARHGEF40	55701
ENSG00000165802.22	NSMF	26012
ENSG00000165804.15	ZNF219	51222
ENSG00000165805.9	C12orf50	160419
ENSG00000165806.19	CASP7	840
ENSG00000165807.7	PPP1R36	145376
ENSG00000165810.16	BTNL9	153579
ENSG00000165813.18	CCDC186	55088
ENSG00000165816.12	VWA2	340706
ENSG00000165819.11	METTL3	56339
ENSG00000165821.11	SALL2	6297
ENSG00000165828.14	PRAP1	118471
ENSG00000165832.5	TRUB1	142940
ENSG00000165837.11	ERICH6B	220081
ENSG00000165841.9	CYP2C19	1557
ENSG00000165861.13	ZFYVE1	53349
ENSG00000165863.16	C10orf82	143379
ENSG00000165868.13	HSPA12A	259217
ENSG00000165879.8	FRAT1	10023
ENSG00000165886.4	UBTD1	80019
ENSG00000165887.11	ANKRD2	26287
ENSG00000165891.15	E2F7	144455
ENSG00000165895.17	ARHGAP42	143872
ENSG00000165898.13	ISCA2	122961
ENSG00000165899.10	OTOGL	283310
ENSG00000165905.17	LARGE2	120071
ENSG00000165912.15	PACSIN3	29763
ENSG00000165914.14	TTC7B	145567
ENSG00000165915.13	SLC39A13	91252
ENSG00000165916.8	PSMC3	5702
ENSG00000165917.9	RAPSN	5913
ENSG00000165923.15	AGBL2	79841
ENSG00000165929.12	TC2N	123036
ENSG00000165934.12	CPSF2	53981
ENSG00000165935.9	SMCO2	341346
ENSG00000165943.4	MOAP1	64112
ENSG00000165948.10	IFI27L1	122509
ENSG00000165949.12	IFI27	3429
ENSG00000165953.9	SERPINA12	145264
ENSG00000165959.11	CLMN	79789
ENSG00000165966.14	PDZRN4	29951
ENSG00000165970.11	SLC6A5	9152
ENSG00000165972.12	CCDC38	120935
ENSG00000165973.18	NELL1	4745
ENSG00000165983.14	PTER	9317
ENSG00000165985.9	C1QL3	389941
ENSG00000165995.18	CACNB2	783
ENSG00000165996.13	HACD1	9200
ENSG00000165997.4	ARL5B	221079
ENSG00000166002.6	SMCO4	56935
ENSG00000166004.14	CEP295	85459
ENSG00000166006.12	KCNC2	3747
ENSG00000166012.16	TAF1D	79101
ENSG00000166016.5	ABTB2	25841
ENSG00000166024.13	R3HCC1L	27291
ENSG00000166025.17	AMOTL1	154810
ENSG00000166033.11	HTRA1	5654
ENSG00000166035.10	LIPC	3990
ENSG00000166037.10	CEP57	9702
ENSG00000166046.10	TCP11L2	255394
ENSG00000166049.10	PASD1	139135
ENSG00000166068.12	SPRED1	161742
ENSG00000166069.13	TMCO5A	145942
ENSG00000166073.10	GPR176	11245
ENSG00000166086.12	JAM3	83700
ENSG00000166090.8	IL25	64806
ENSG00000166091.19	CMTM5	116173
ENSG00000166105.15	GLB1L3	112937
ENSG00000166106.3	ADAMTS15	170689
ENSG00000166111.9	SVOP	55530
ENSG00000166118.7	SPATA19	219938
ENSG00000166123.13	GPT2	84706
ENSG00000166126.10	AMN	81693
ENSG00000166128.12	RAB8B	51762
ENSG00000166130.14	IKBIP	121457
ENSG00000166133.17	RPUSD2	27079
ENSG00000166135.13	HIF1AN	55662
ENSG00000166136.15	NDUFB8	4714
ENSG00000166140.17	ZFYVE19	84936
ENSG00000166143.9	PPP1R14D	54866
ENSG00000166145.14	SPINT1	6692
ENSG00000166147.13	FBN1	2200
ENSG00000166148.3	AVPR1A	552
ENSG00000166152.3	C16orf78	123970
ENSG00000166153.16	DEPDC4	120863
ENSG00000166159.10	LRTM2	654429
ENSG00000166160.9	OPN1MW2	728458
ENSG00000166164.15	BRD7	29117
ENSG00000166165.12	CKB	1152
ENSG00000166166.12	TRMT61A	115708
ENSG00000166167.17	BTRC	8945
ENSG00000166169.16	POLL	27343
ENSG00000166170.9	BAG5	9529
ENSG00000166171.12	DPCD	25911
ENSG00000166173.10	LARP6	55323
ENSG00000166181.12	API5	8539
ENSG00000166183.15	ASPG	374569
ENSG00000166188.2	ZNF319	57567
ENSG00000166189.7	HPS6	79803
ENSG00000166192.14	SENP8	123228
ENSG00000166197.16	NOLC1	9221
ENSG00000166199.12	ALKBH3	221120
ENSG00000166200.14	COPS2	9318
ENSG00000166206.14	GABRB3	2562
ENSG00000166211.7	SPIC	121599
ENSG00000166220.12	TBATA	219793
ENSG00000166224.16	SGPL1	8879
ENSG00000166225.8	FRS2	10818
ENSG00000166226.12	CCT2	10576
ENSG00000166228.8	PCBD1	5092
ENSG00000166233.14	ARIH1	25820
ENSG00000166246.13	C16orf71	146562
ENSG00000166250.11	CLMP	79827
ENSG00000166257.8	SCN3B	55800
ENSG00000166260.11	COX11	1353
ENSG00000166261.10	ZNF202	7753
ENSG00000166262.15	FAM227B	196951
ENSG00000166263.13	STXBP4	252983
ENSG00000166265.11	CYYR1	116159
ENSG00000166266.13	CUL5	8065
ENSG00000166268.10	MYRFL	196446
ENSG00000166272.16	WBP1L	54838
ENSG00000166275.15	BORCS7	119032
ENSG00000166278.14	C2	717
ENSG00000166289.5	PLEKHF1	79156
ENSG00000166292.11	TMEM100	55273
ENSG00000166295.8	ANAPC16	119504
ENSG00000166311.9	SMPD1	6609
ENSG00000166313.18	APBB1	322
ENSG00000166317.11	SYNPO2L	79933
ENSG00000166321.13	NUDT13	25961
ENSG00000166323.12	C11orf65	160140
ENSG00000166326.6	TRIM44	54765
ENSG00000166329.2	CCDC182	101927581
ENSG00000166333.13	ILK	3611
ENSG00000166337.9	TAF10	6881
ENSG00000166340.15	TPP1	1200
ENSG00000166341.7	DCHS1	8642
ENSG00000166342.18	NETO1	81832
ENSG00000166343.9	MSS51	118490
ENSG00000166347.18	CYB5A	1528
ENSG00000166348.18	USP54	159195
ENSG00000166349.9	RAG1	5896
ENSG00000166351.10	POTED	317754
ENSG00000166352.15	C11orf74	119710
ENSG00000166359.10	WDR88	126248
ENSG00000166363.5	OR10A5	144124
ENSG00000166368.2	OR2D2	120776
ENSG00000166377.19	ATP9B	374868
ENSG00000166387.11	PPFIBP2	8495
ENSG00000166391.14	MOGAT2	80168
ENSG00000166394.14	CYB5R2	51700
ENSG00000166396.12	SERPINB7	8710
ENSG00000166398.12	KIAA0355	9710
ENSG00000166401.14	SERPINB8	5271
ENSG00000166402.8	TUB	7275
ENSG00000166405.14	RIC3	79608
ENSG00000166407.13	LMO1	4004
ENSG00000166411.13	IDH3A	3419
ENSG00000166415.14	WDR72	256764
ENSG00000166426.7	CRABP1	1381
ENSG00000166428.12	PLD4	122618
ENSG00000166432.14	ZMAT1	84460
ENSG00000166435.15	XRRA1	143570
ENSG00000166436.15	TRIM66	9866
ENSG00000166439.5	RNF169	254225
ENSG00000166441.12	RPL27A	6157
ENSG00000166444.18	ST5	6764
ENSG00000166446.14	CDYL2	124359
ENSG00000166448.14	TMEM130	222865
ENSG00000166450.12	PRTG	283659
ENSG00000166451.13	CENPN	55839
ENSG00000166452.11	AKIP1	56672
ENSG00000166454.9	ATMIN	23300
ENSG00000166455.13	C16orf46	123775
ENSG00000166471.10	TMEM41B	440026
ENSG00000166473.17	PKD1L2	114780
ENSG00000166477.12	LEO1	123169
ENSG00000166478.9	ZNF143	7702
ENSG00000166479.9	TMX3	54495
ENSG00000166482.11	MFAP4	4239
ENSG00000166483.10	WEE1	7465
ENSG00000166484.19	MAPK7	5598
ENSG00000166501.12	PRKCB	5579
ENSG00000166503.8	HDGFL3	50810
ENSG00000166507.17	NDST2	8509
ENSG00000166508.17	MCM7	4176
ENSG00000166509.10	CLEC3A	10143
ENSG00000166510.13	CCDC68	80323
ENSG00000166523.7	CLEC4E	26253
ENSG00000166526.16	ZNF3	7551
ENSG00000166527.7	CLEC4D	338339
ENSG00000166529.14	ZSCAN21	7589
ENSG00000166532.15	RIMKLB	57494
ENSG00000166535.19	A2ML1	144568
ENSG00000166546.13	BEAN1	146227
ENSG00000166548.15	TK2	7084
ENSG00000166557.12	TMED3	23423
ENSG00000166558.10	SLC38A8	146167
ENSG00000166562.8	SEC11C	90701
ENSG00000166569.8	CPLX4	339302
ENSG00000166573.5	GALR1	2587
ENSG00000166575.16	TMEM135	65084
ENSG00000166578.9	IQCD	115811
ENSG00000166579.15	NDEL1	81565
ENSG00000166582.9	CENPV	201161
ENSG00000166589.12	CDH16	1014
ENSG00000166592.11	RRAD	6236
ENSG00000166595.11	FAM96B	51647
ENSG00000166596.14	CFAP52	146845
ENSG00000166598.14	HSP90B1	7184
ENSG00000166603.4	MC4R	4160
ENSG00000166619.12	BLCAP	10904
ENSG00000166634.6	SERPINB12	89777
ENSG00000166664.13	CHRFAM7A	89832
ENSG00000166669.13	ATF7IP2	80063
ENSG00000166670.9	MMP10	4319
ENSG00000166676.14	TVP23A	780776
ENSG00000166681.13	BEX3	27018
ENSG00000166682.10	TMPRSS5	80975
ENSG00000166685.11	COG1	9382
ENSG00000166689.15	PLEKHA7	144100
ENSG00000166704.11	ZNF606	80095
ENSG00000166707.10	ZCCHC18	644353
ENSG00000166710.17	B2M	NA
ENSG00000166716.9	ZNF592	9640
ENSG00000166734.18	CASC4	113201
ENSG00000166736.11	HTR3A	3359
ENSG00000166741.7	NNMT	4837
ENSG00000166743.9	ACSM1	116285
ENSG00000166747.12	AP1G1	164
ENSG00000166750.9	SLFN5	162394
ENSG00000166762.16	CATSPER2	117155
ENSG00000166780.10	C16orf45	89927
ENSG00000166783.21	MARF1	9665
ENSG00000166788.9	SAAL1	113174
ENSG00000166793.10	YPEL4	219539
ENSG00000166794.4	PPIB	5479
ENSG00000166796.11	LDHC	3948
ENSG00000166797.10	FAM96A	84191
ENSG00000166800.9	LDHAL6A	160287
ENSG00000166801.15	FAM111A	63901
ENSG00000166803.11	PCLAF	9768
ENSG00000166813.14	KIF7	374654
ENSG00000166816.13	LDHD	197257
ENSG00000166819.11	PLIN1	5346
ENSG00000166821.8	PEX11A	8800
ENSG00000166822.12	TMEM170A	124491
ENSG00000166823.5	MESP1	55897
ENSG00000166825.13	ANPEP	290
ENSG00000166828.2	SCNN1G	6340
ENSG00000166831.8	RBPMS2	348093
ENSG00000166833.19	NAV2	89797
ENSG00000166839.16	ANKDD1A	348094
ENSG00000166840.13	GLYATL1	92292
ENSG00000166845.13	C18orf54	162681
ENSG00000166847.9	DCTN5	84516
ENSG00000166848.5	TERF2IP	54386
ENSG00000166851.14	PLK1	5347
ENSG00000166855.9	CLPX	10845
ENSG00000166856.2	GPR182	11318
ENSG00000166860.2	ZBTB39	9880
ENSG00000166862.6	CACNG2	10369
ENSG00000166863.11	TAC3	6866
ENSG00000166866.12	MYO1A	4640
ENSG00000166869.2	CHP2	63928
ENSG00000166881.9	NEMP1	23306
ENSG00000166884.2	OR4D6	219983
ENSG00000166886.12	NAB2	4665
ENSG00000166887.15	VPS39	23339
ENSG00000166888.11	STAT6	6778
ENSG00000166889.13	PATL1	219988
ENSG00000166896.7	ATP23	91419
ENSG00000166897.14	ELFN2	114794
ENSG00000166900.16	STX3	6809
ENSG00000166902.4	MRPL16	54948
ENSG00000166908.17	PIP4K2C	79837
ENSG00000166912.16	MTMR10	54893
ENSG00000166913.12	YWHAB	7529
ENSG00000166920.12	C15orf48	84419
ENSG00000166922.8	SCG5	6447
ENSG00000166923.10	GREM1	26585
ENSG00000166924.8	NYAP1	222950
ENSG00000166925.8	TSC22D4	81628
ENSG00000166926.8	MS4A6E	245802
ENSG00000166927.12	MS4A7	58475
ENSG00000166928.10	MS4A14	84689
ENSG00000166930.6	MS4A5	64232
ENSG00000166938.12	DIS3L	115752
ENSG00000166946.13	CCNDBP1	23582
ENSG00000166947.11	EPB42	2038
ENSG00000166948.9	TGM6	343641
ENSG00000166949.15	SMAD3	4088
ENSG00000166959.7	MS4A8	83661
ENSG00000166960.16	CCDC178	374864
ENSG00000166961.14	MS4A15	219995
ENSG00000166963.12	MAP1A	4130
ENSG00000166965.12	RCCD1	91433
ENSG00000166971.16	AKTIP	64400
ENSG00000166974.12	MAPRE2	10982
ENSG00000166979.12	EVA1C	59271
ENSG00000166984.11	TCP10L2	401285
ENSG00000166986.14	MARS	4141
ENSG00000166987.14	MBD6	114785
ENSG00000166997.7	CNPY4	245812
ENSG00000167004.12	PDIA3	2923
ENSG00000167005.13	NUDT21	11051
ENSG00000167011.8	NAT16	375607
ENSG00000167014.10	TERB2	145645
ENSG00000167034.9	NKX3-1	4824
ENSG00000167037.18	SGSM1	129049
ENSG00000167065.13	DUSP18	150290
ENSG00000167074.14	TEF	7008
ENSG00000167077.12	MEI1	150365
ENSG00000167080.8	B4GALNT2	124872
ENSG00000167081.16	PBX3	5090
ENSG00000167083.6	GNGT2	2793
ENSG00000167085.11	PHB	5245
ENSG00000167088.10	SNRPD1	6632
ENSG00000167094.15	TTC16	158248
ENSG00000167098.11	SUN5	140732
ENSG00000167100.14	SAMD14	201191
ENSG00000167103.11	PIP5KL1	138429
ENSG00000167104.11	BPIFB6	128859
ENSG00000167105.7	TMEM92	162461
ENSG00000167106.11	FAM102A	399665
ENSG00000167107.12	ACSF2	80221
ENSG00000167110.17	GOLGA2	2801
ENSG00000167112.9	TRUB2	26995
ENSG00000167113.10	COQ4	51117
ENSG00000167114.12	SLC27A4	10999
ENSG00000167118.10	URM1	81605
ENSG00000167123.18	CERCAM	51148
ENSG00000167130.17	DOLPP1	57171
ENSG00000167131.16	CCDC103	388389
ENSG00000167136.6	ENDOG	2021
ENSG00000167139.8	TBC1D21	161514
ENSG00000167157.10	PRRX2	51450
ENSG00000167165.18	UGT1A6	54578
ENSG00000167173.18	C15orf39	56905
ENSG00000167178.15	ISLR2	57611
ENSG00000167182.14	SP2	6668
ENSG00000167183.2	PRR15L	79170
ENSG00000167186.10	COQ7	10229
ENSG00000167191.11	GPRC5B	51704
ENSG00000167193.7	CRK	1398
ENSG00000167194.7	C16orf92	146378
ENSG00000167195.7	GOLGA6C	653641
ENSG00000167196.13	FBXO22	26263
ENSG00000167202.11	TBC1D2B	23102
ENSG00000167207.12	NOD2	64127
ENSG00000167208.14	SNX20	124460
ENSG00000167210.16	LOXHD1	125336
ENSG00000167216.16	KATNAL2	83473
ENSG00000167220.11	HDHD2	84064
ENSG00000167232.13	ZNF91	7644
ENSG00000167244.18	IGF2	3481
ENSG00000167257.10	RNF214	257160
ENSG00000167258.13	CDK12	51755
ENSG00000167261.13	DPEP2	64174
ENSG00000167264.17	DUS2	54920
ENSG00000167272.10	POP5	51367
ENSG00000167280.16	ENGASE	64772
ENSG00000167281.18	RBFOX3	146713
ENSG00000167283.7	ATP5L	10632
ENSG00000167286.9	CD3D	915
ENSG00000167291.15	TBC1D16	125058
ENSG00000167302.10	TEPSIN	146705
ENSG00000167306.19	MYO5B	4645
ENSG00000167311.13	ART5	116969
ENSG00000167315.17	ACAA2	10449
ENSG00000167323.11	STIM1	6786
ENSG00000167325.14	RRM1	6240
ENSG00000167332.8	OR51E2	81285
ENSG00000167333.12	TRIM68	55128
ENSG00000167346.7	MMP26	56547
ENSG00000167359.8	OR51I1	390063
ENSG00000167360.5	OR51Q1	390061
ENSG00000167363.13	FN3K	64122
ENSG00000167371.17	PRRT2	112476
ENSG00000167377.17	ZNF23	7571
ENSG00000167378.8	IRGQ	126298
ENSG00000167380.16	ZNF226	7769
ENSG00000167384.10	ZNF180	7733
ENSG00000167393.17	PPP2R3B	28227
ENSG00000167393.17_PAR_Y	PPP2R3B	28227
ENSG00000167394.12	ZNF668	79759
ENSG00000167395.10	ZNF646	9726
ENSG00000167397.14	VKORC1	79001
ENSG00000167414.4	GNG8	94235
ENSG00000167419.10	LPO	4025
ENSG00000167434.9	CA4	762
ENSG00000167447.12	SMG8	55181
ENSG00000167460.14	TPM4	7171
ENSG00000167461.11	RAB8A	4218
ENSG00000167468.16	GPX4	2879
ENSG00000167470.12	MIDN	90007
ENSG00000167476.10	JSRP1	126306
ENSG00000167483.17	FAM129C	199786
ENSG00000167487.11	KLHL26	55295
ENSG00000167491.17	GATAD2A	54815
ENSG00000167508.11	MVD	4597
ENSG00000167513.8	CDT1	81620
ENSG00000167515.10	TRAPPC2L	51693
ENSG00000167522.14	ANKRD11	29123
ENSG00000167523.13	SPATA33	124045
ENSG00000167524.14	NA	124923
ENSG00000167525.13	PROCA1	147011
ENSG00000167526.13	RPL13	6137
ENSG00000167528.12	ZNF641	121274
ENSG00000167531.6	LALBA	3906
ENSG00000167535.7	CACNB3	784
ENSG00000167536.13	DHRS13	147015
ENSG00000167543.15	TP53I13	90313
ENSG00000167548.14	KMT2D	8085
ENSG00000167549.18	CORO6	84940
ENSG00000167550.10	RHEBL1	121268
ENSG00000167552.13	TUBA1A	7846
ENSG00000167553.15	TUBA1C	84790
ENSG00000167554.14	ZNF610	162963
ENSG00000167555.13	ZNF528	84436
ENSG00000167562.12	ZNF701	55762
ENSG00000167565.12	SERTAD3	29946
ENSG00000167566.16	NCKAP5L	57701
ENSG00000167578.17	RAB4B	53916
ENSG00000167580.7	AQP2	359
ENSG00000167588.12	GPD1	2819
ENSG00000167595.14	PROSER3	148137
ENSG00000167600.13	CYP2S1	29785
ENSG00000167601.11	AXL	558
ENSG00000167604.14	NFKBID	84807
ENSG00000167608.11	TMC4	147798
ENSG00000167612.12	ANKRD33	341405
ENSG00000167613.15	LAIR1	3903
ENSG00000167614.13	TTYH1	57348
ENSG00000167615.16	LENG8	114823
ENSG00000167617.2	CDC42EP5	148170
ENSG00000167618.9	LAIR2	3904
ENSG00000167619.11	TMEM145	284339
ENSG00000167625.10	ZNF526	116115
ENSG00000167632.14	TRAPPC9	83696
ENSG00000167633.18	KIR3DL1	3811
ENSG00000167634.12	NLRP7	199713
ENSG00000167635.11	ZNF146	7705
ENSG00000167637.16	ZNF283	284349
ENSG00000167641.10	PPP1R14A	94274
ENSG00000167642.12	SPINT2	10653
ENSG00000167644.11	C19orf33	64073
ENSG00000167645.16	YIF1B	90522
ENSG00000167646.13	DNAAF3	352909
ENSG00000167653.4	PSCA	8000
ENSG00000167654.17	ATCAY	85300
ENSG00000167656.4	LY6D	8581
ENSG00000167657.13	DAPK3	1613
ENSG00000167658.15	EEF2	1938
ENSG00000167664.8	TMIGD2	126259
ENSG00000167670.15	CHAF1A	10036
ENSG00000167671.11	UBXN6	80700
ENSG00000167674.14	HDGFL2	84717
ENSG00000167676.4	PLIN4	729359
ENSG00000167680.15	SEMA6B	10501
ENSG00000167685.14	ZNF444	55311
ENSG00000167693.16	NXN	64359
ENSG00000167695.14	FAM57A	79850
ENSG00000167699.13	GLOD4	51031
ENSG00000167700.8	MFSD3	113655
ENSG00000167701.13	GPT	2875
ENSG00000167702.11	KIFC2	90990
ENSG00000167703.14	SLC43A2	124935
ENSG00000167705.11	RILP	83547
ENSG00000167711.13	SERPINF2	5345
ENSG00000167716.18	WDR81	124997
ENSG00000167720.12	SRR	63826
ENSG00000167721.10	TSR1	55720
ENSG00000167723.14	TRPV3	162514
ENSG00000167733.13	HSD11B1L	374875
ENSG00000167740.9	CYB5D2	124936
ENSG00000167741.10	GGT6	124975
ENSG00000167747.14	C19orf48	84798
ENSG00000167748.10	KLK1	3816
ENSG00000167749.11	KLK4	9622
ENSG00000167751.12	KLK2	3817
ENSG00000167754.12	KLK5	25818
ENSG00000167755.14	KLK6	5653
ENSG00000167757.13	KLK11	11012
ENSG00000167759.12	KLK13	26085
ENSG00000167766.18	ZNF83	55769
ENSG00000167767.13	KRT80	144501
ENSG00000167768.4	KRT1	3848
ENSG00000167769.4	ACER1	125981
ENSG00000167770.11	OTUB1	55611
ENSG00000167771.5	RCOR2	283248
ENSG00000167772.11	ANGPTL4	51129
ENSG00000167775.10	CD320	51293
ENSG00000167778.8	SPRYD3	84926
ENSG00000167779.7	IGFBP6	3489
ENSG00000167780.11	SOAT2	8435
ENSG00000167785.8	ZNF558	148156
ENSG00000167791.12	CABP2	51475
ENSG00000167792.11	NDUFV1	4723
ENSG00000167797.7	CDK2AP2	10263
ENSG00000167799.9	NUDT8	254552
ENSG00000167800.9	TBX10	347853
ENSG00000167815.11	PRDX2	7001
ENSG00000167822.2	OR8J3	81168
ENSG00000167825.3	OR5I1	10798
ENSG00000167840.13	ZNF232	7775
ENSG00000167842.15	MIS12	79003
ENSG00000167850.3	CD300C	10871
ENSG00000167851.13	CD300A	11314
ENSG00000167858.12	TEKT1	83659
ENSG00000167861.15	HID1	283987
ENSG00000167862.9	MRPL58	3396
ENSG00000167863.11	ATP5H	10476
ENSG00000167874.6	TMEM88	92162
ENSG00000167880.7	EVPL	2125
ENSG00000167881.14	SRP68	6730
ENSG00000167889.12	MGAT5B	146664
ENSG00000167895.14	TMC8	147138
ENSG00000167900.11	TK1	7083
ENSG00000167904.14	TMEM68	137695
ENSG00000167910.3	CYP7A1	1581
ENSG00000167914.11	GSDMA	284110
ENSG00000167916.4	KRT24	192666
ENSG00000167920.8	TMEM99	147184
ENSG00000167925.15	GHDC	84514
ENSG00000167930.15	FAM234A	83986
ENSG00000167941.2	SOST	50964
ENSG00000167945.1	PRR25	388199
ENSG00000167962.13	ZNF598	90850
ENSG00000167964.12	RAB26	25837
ENSG00000167965.17	MLST8	64223
ENSG00000167967.15	E4F1	1877
ENSG00000167968.12	DNASE1L2	1775
ENSG00000167969.12	ECI1	1632
ENSG00000167971.15	CASKIN1	57524
ENSG00000167972.13	ABCA3	21
ENSG00000167977.8	KCTD5	54442
ENSG00000167978.16	SRRM2	23524
ENSG00000167981.5	ZNF597	146434
ENSG00000167984.17	NLRC3	197358
ENSG00000167985.6	SDHAF2	54949
ENSG00000167986.13	DDB1	1642
ENSG00000167987.10	VPS37C	55048
ENSG00000167992.12	VWCE	220001
ENSG00000167994.11	RAB3IL1	5866
ENSG00000167995.15	BEST1	7439
ENSG00000167996.15	FTH1	2495
ENSG00000168000.14	BSCL2	26580
ENSG00000168002.11	POLR2G	5436
ENSG00000168003.16	SLC3A2	6520
ENSG00000168004.9	HRASLS5	117245
ENSG00000168005.8	C11orf84	144097
ENSG00000168010.10	ATG16L2	89849
ENSG00000168014.16	C2CD3	26005
ENSG00000168016.13	TRANK1	9881
ENSG00000168026.18	TTC21A	199223
ENSG00000168028.13	RPSA	3921
ENSG00000168032.8	ENTPD3	956
ENSG00000168036.16	CTNNB1	1499
ENSG00000168038.10	ULK4	54986
ENSG00000168040.4	FADD	8772
ENSG00000168056.15	LTBP3	4054
ENSG00000168060.15	NAALADL1	10004
ENSG00000168061.14	SAC3D1	29901
ENSG00000168062.9	BATF2	116071
ENSG00000168065.15	SLC22A11	55867
ENSG00000168066.20	SF1	7536
ENSG00000168067.11	MAP4K2	5871
ENSG00000168070.11	MAJIN	283129
ENSG00000168071.21	CCDC88B	283234
ENSG00000168077.13	SCARA3	51435
ENSG00000168078.9	PBK	55872
ENSG00000168079.16	SCARA5	286133
ENSG00000168081.8	PNOC	5368
ENSG00000168090.9	COPS6	10980
ENSG00000168092.13	PAFAH1B2	5049
ENSG00000168096.14	ANKS3	124401
ENSG00000168101.14	NUDT16L1	84309
ENSG00000168116.13	KIAA1586	57691
ENSG00000168118.11	RAB4A	5867
ENSG00000168124.2	OR1F1	4992
